Module,Member_genes
Mic1,"[AAMP, AASDHPPT, ABRACL, ACAD8, ACOT7, ACTG1, ADCYAP1, AIP, AKT1, ALG10B, ALKBH7, ANAPC13, ANAPC15, AP1S1, AP2S1, APRT, ARF3, ARHGDIG, ARHGEF25, ARL16, ARL2, ARMCX1, ARPC1A, ARPC5L, ASCL1, ATG101, ATN1, ATP1A3, ATP1B1, ATP6V1G1, ATRAID, B4GALT7, BLOC1S4, BNIP3, BORCS8, BTBD6, C1QBP, C1orf115, C1orf122, C1orf35, C5orf24, C6orf136, CALB1, CALB2, CALM3, CAMK1, CAMK2N1, CAMK2N2, CCDC106, CCDC115, CCT7, CD200, CD9, CDC37, CDK5R1, CENPV, CENPX, CETN2, CFL1, CHGA, CHMP2A, CITED2, CITED4, CLDND1, CLTB, CLU, COA3, COMMD3, COPE, COPS8, CPE, CREB3, CSPG5, CTBP1, CUEDC2, CWC15, CXCL14, CYC1, DAZAP2, DCK, DCTN6, DCTPP1, DCXR, DDX24, DDX54, DHPS, DNAJC8, DUT, DYNLT3, EEF1A2, EEF1E1, EID1, EID2B, EIF1AX, EIF1B, EIF2S2, EIF4A2, EMC7, ENHO, ENO1, EXOSC4, F8A1, FAM162A, FAM89B, FBXL16, FEZ1, FKBP1A, FUNDC1, FXYD1, GHITM, GJA1, GLRX5, GLUL, GNAS, GNB2, GPRASP2, GSTM3, GSTO1, GTF2A2, GTF2H5, GUK1, HCFC1R1, HEY1, HIGD1A, HMGB1, HNRNPK, HPS6, HSD11B1L, HSPA2, IER3IP1, IFT22, ILF2, INAFM1, INPP5E, IRF2BPL, ISCA2, ISYNA1, ITM2C, JUND, KIF22, LAMTOR4, LAMTOR5, LARP6, LDHA, LDHB, LGALS3, LIN7B, LY6E, LYRM9, MAFG, MAGED2, MAGEH1, MAL2, MAP1LC3B, MAT2B, MDH2, MEA1, MEAF6, MED19, MED31, MLF2, MLLT11, MOAP1, MOB4, MOCS2, MORF4L2, MPG, MPND, MRPL10, MRPL2, MRPL20, MRPL24, MRPL40, MRPL41, MRPL44, MRPL51, MRPS12, MRPS15, MRPS18C, MRPS21, MRPS26, MRPS34, MT1F, MT1H, MT2A, MTA1, MYL6B, MZT2B, NAP1L2, NAP1L3, NAP1L5, NDN, NDUFA6, NDUFB5, NECAP1, NEU1, NEUROD6, NIT1, NKAPL, NPRL2, NPTN, NPTX2, NRN1, NTHL1, NUCKS1, NUDC, NUDT11, NUDT16L1, OAT, OLIG1, OMG, PACSIN1, PAFAH1B3, PCBP2, PCDH8, PEBP1, PEX19, PFDN6, PFN2, PGAM1, PGRMC1, PHB2, PHF1, PHGDH, PIN1, PNKD, PNMA1, PNMA2, POLE3, POLR2H, POP7, PPP1CB, PPP1R14A, PPP1R1B, PPP2CA, PPP2CB, PRADC1, PRKAR1A, PRMT1, PRNP, PSIP1, PSMB4, PSMB5, PSMD8, PTMS, PYCR2, RAB3A, RBM8A, RCN2, RFK, RFXANK, RGL2, RGS4, RNASEH2C, RND1, RNF44, RNF7, RPL21, RPL26L1, RPL35A, RPL4, RRAGA, RTF1, RTN1, RTN3, RWDD1, S100B, SAP18, SBDS, SCOC, SDHAF2, SEC11C, SEC62, SELENOW, SERP2, SERPINE2, SERPINF1, SERPINI1, SF3B4, SF3B5, SLC12A5, SLC25A22, SLC25A3, SLC25A4, SLC39A13, SLITRK2, SMIM29, SNAP25, SNAPC5, SNN, SNRNP25, SNRNP27, SNRPB, SNRPE, SNRPF, SNU13, SOWAHA, SPINT2, SPR, SRI, SRP9, SRSF2, SSNA1, STK11, STMN2, STRAP, SUB1, SUMO1, SUMO3, TAF10, TCEA2, TCEAL1, TCEAL8, TCEAL9, TERF2IP, TGFBR3L, THOC7, TIMM13, TIMM8B, TKFC, TM2D3, TMED2, TMED7, TMEM126A, TMEM126B, TMEM141, TMEM14B, TMEM14C, TMEM160, TMEM18, TMEM205, TMEM47, TMEM59, TMEM59L, TMEM60, TOB1, TOLLIP, TOMM22, TRAPPC4, TSPAN13, TSPAN7, TSPYL1, TTC9B, TUBA1A, TUBB4B, TWF2, U2AF1L4, UBE2M, UBE2T, UBL7, UBXN1, UFC1, UQCC2, UQCRB, USE1, VKORC1, VPS25, VSNL1, VSTM2B, WBP2, WDR54, YIF1A, YJEFN3, YWHAZ, ZDHHC8, ZFAND5, ZMYM3, ZNF32, ZNHIT1]"
Mic2,"[AACS, ABCA10, ABCA3, ABCA5, ABCA6, ABCA9, ABCB9, ABCC9, ABCD2, ABI2, ABI3BP, ABLIM1, ABLIM2, ABLIM3, ACOT11, ACSBG1, ACSS3, ACTN1, ACTN2, ACVR1C, ACVR2A, ADAM22, ADAM23, ADAMTS16, ADAMTS19, ADAMTS3, ADAMTS6, ADAMTSL1, ADARB1, ADARB2, ADCY1, ADCY2, ADCY5, ADCY8, ADCY9, ADCYAP1R1, ADD2, ADD3, ADGRB3, ADGRL1, ADGRL2, ADGRL3, ADORA1, AEBP2, AFF2, AFF3, AFG1L, AGAP1, AGBL1, AGBL4, AGPAT4, AHCYL1, AHI1, AIFM2, AJAP1, AK5, AKAP12, AKAP5, AKAP6, AKAP8L, ALDH1L1, ALDH5A1, ALG14, ALK, ALS2, AMD1, AMER2, AMMECR1, AMPH, ANGPT1, ANK2, ANK3, ANKFN1, ANKRD12, ANKRD16, ANKRD28, ANKRD29, ANKRD30B, ANKRD30BL, ANKRD33B, ANKRD36B, ANKRD36C, ANKRD54, ANKRD7, ANKS1B, ANKS6, ANO3, ANO4, ANO5, ANTXR2, ANXA11, AP3B2, AP3S2, AP5M1, APBA2, APBB2, APC, API5, APOL1, AQP4, AQP9, ARFGEF3, ARHGAP10, ARHGAP28, ARHGAP32, ARHGAP33, ARHGAP39, ARHGAP44, ARHGAP5, ARHGEF26, ARHGEF28, ARHGEF3, ARHGEF4, ARHGEF9, ARL6, ARMC9, ARNT2, ARPP21, ARRDC4, ART3, ASAP2, ASB8, ASIC2, ASTN1, ASTN2, ASXL3, ATCAY, ATL1, ATMIN, ATP1A2, ATP2B1, ATP2B2, ATP2B3, ATP6V1H, ATP8A1, ATP8A2, ATP8B2, ATP9A, ATRNL1, ATRX, B3GALNT1, B3GALT2, B3GLCT, B4GALNT3, B4GALT2, BAALC, BACH2, BAIAP2, BBOF1, BBS2, BCAP29, BCAS1, BCL11A, BCL9, BDNF, BEND6, BICC1, BICDL1, BMP1, BMPER, BRINP1, BRINP2, BRINP3, BSN, BTBD3, BTBD9, C11orf87, C16orf95, C1QL3, C1orf198, C1orf21, C2orf72, C4orf50, C8orf34, CA10, CA3, CA4, CABP1, CACHD1, CACNA1A, CACNA1B, CACNA1C, CACNA1E, CACNA1I, CACNA2D1, CACNA2D3, CACNB1, CACNB2, CACNG2, CACNG3, CACNG7, CACNG8, CADM1, CADM2, CADPS, CADPS2, CALCRL, CALN1, CAMK2G, CAMK4, CAMKK1, CAMKK2, CAMSAP2, CAMSAP3, CAMTA1, CAND1, CAP2, CAPS, CASD1, CAV3, CBLN2, CBX5, CC2D1A, CCBE1, CCDC148, CCDC168, CCDC24, CCDC3, CCDC6, CCDC68, CCDC82, CCDC88C, CCND2, CCNI, CCSER1, CDC25B, CDC42BPA, CDC7, CDH10, CDH11, CDH12, CDH13, CDH18, CDH2, CDH20, CDH22, CDH4, CDH6, CDH7, CDH8, CDH9, CDHR3, CDK14, CDKL1, CDKL2, CDKL5, CDON, CDS2, CDYL2, CELF4, CELF5, CEP112, CEP126, CEP170B, CEP290, CEP70, CEP97, CERS6, CES4A, CFAP221, CFAP44, CFAP46, CFAP52, CFAP54, CFAP69, CFAP70, CHIC1, CHL1, CHML, CHODL, CHPT1, CHRM2, CHRM3, CHRNA5, CHST10, CHST9, CHSY3, CIT, CLASP2, CLCN4, CLDN11, CLEC2L, CLIP4, CLSTN2, CLSTN3, CLVS1, CLVS2, CMTM4, CMTR1, CMYA5, CNKSR2, CNNM1, CNTN1, CNTN2, CNTN3, CNTN4, CNTN5, CNTN6, CNTNAP2, CNTNAP3, CNTNAP3B, CNTNAP4, CNTNAP5, COASY, COBL, COBLL1, COG6, COL10A1, COL11A1, COL12A1, COL19A1, COL21A1, COL26A1, COL28A1, COL4A5, COL5A2, COL6A1, COLGALT2, CORO2B, CPD, CPEB1, CPNE3, CPNE4, CPNE8, CPOX, CPT1C, CRB1, CRBN, CREG2, CRIM1, CRTAC1, CRTC3, CSDE1, CSMD1, CSMD2, CSMD3, CSRNP3, CTDSPL, CTIF, CTNNA2, CTNNA3, CTNNAL1, CTNND2, CTTN, CUBN, CUX2, CWC22, CYB561, CYP2U1, CYP7B1, CYYR1, DAAM2, DAB1, DACH1, DAPK1, DCAF4L1, DCC, DCDC1, DCHS2, DCLK1, DCLK2, DCUN1D2, DCUN1D4, DCX, DDHD2, DDR1, DDX23, DDX25, DENND5B, DGKB, DGKE, DGKG, DGKH, DGKI, DGKZ, DIP2C, DISP2, DISP3, DIXDC1, DLC1, DLD, DLG2, DLG3, DLGAP1, DLGAP2, DLGAP3, DMD, DMGDH, DNAAF5, DNAH14, DNAH6, DNAH7, DNAH9, DNAJC25, DNAJC6, DNAL1, DNM1L, DNM3, DOCK3, DOCK9, DOK5, DOK6, DPF1, DPM1, DPP10, DPP6, DPY19L2, DPYSL2, DPYSL3, DPYSL5, DRP2, DSCAM, DSCAML1, DSEL, DSG2, DST, DTNA, DTWD1, DTX1, DTX4, DUSP19, DYNC1H1, DYNC1I1, DYNC1I2, DYNC1LI2, DYNC2H1, DYNC2LI1, DZIP1, DZIP3, EBAG9, ECE1, ECE2, EDIL3, EFCAB5, EFCAB6, EFNA5, EFNB2, EFR3B, EGFR, EHBP1, EIF2AK1, EIF4E3, EIF4G2, EIF5A2, ELAVL2, ELAVL3, ELAVL4, ELMOD1, ELOVL1, ELOVL4, ELOVL6, ELOVL7, ELP5, ELP6, EML6, EMP1, ENAH, ENOX1, ENSA, ENTPD3, EPB41L1, EPB41L4B, EPB41L5, EPHA3, EPHA4, EPHA5, EPHA6, EPHA7, EPHB1, EPHB6, EPHX1, EPHX4, EPM2AIP1, ERBB4, ERCC2, ERGIC2, ERICH3, EXD2, EXTL3, EYA1, FAAH2, FAM135B, FAM13C, FAM153A, FAM169A, FAM171A1, FAM171B, FAM184A, FAM210B, FAM217B, FAM234B, FAM32A, FAM78B, FAM81A, FANCL, FASTKD2, FAT3, FAT4, FAXC, FBN1, FBXL13, FBXL2, FBXO16, FBXO21, FBXO22, FBXO27, FBXO32, FGF12, FGF14, FGF9, FGFR2, FHL2, FHOD3, FIGN, FLII, FLNB, FLRT2, FMN2, FMR1, FOCAD, FOXRED1, FRAS1, FRMD5, FRMD6, FRMPD4, FRRS1L, FRY, FSD1L, FSIP1, FSTL4, FSTL5, FUT9, FXR2, FZD3, GABBR1, GABBR2, GABRA2, GABRA3, GABRA4, GABRA6, GABRB1, GABRB2, GABRB3, GABRG2, GABRG3, GAD2, GALNT11, GALNT13, GALNT14, GALNT16, GALNT18, GALNT9, GALNTL6, GARNL3, GAS2, GCDH, GDA, GDAP1, GDE1, GFAP, GFOD1, GFRA2, GHR, GIT1, GLB1L3, GLDC, GLIS1, GLMN, GLRA2, GLRA3, GLRB, GLS2, GMCL1, GMPPA, GNAL, GNAO1, GNB5, GNRHR, GOLGA8B, GOLM1, GPALPP1, GPC5, GPC6, GPHN, GPI, GPLD1, GPR149, GPR158, GPR162, GPR173, GPR176, GPR35, GPR37, GPR63, GRAMD1C, GRB10, GRB14, GREB1, GREB1L, GRIA1, GRIA2, GRIA3, GRIA4, GRID1, GRIK2, GRIK4, GRIN2A, GRIN2B, GRIP1, GRK4, GRM1, GRM3, GRM5, GRM7, GRM8, GSG1L, GSTM5, GSTO2, GTF2A1, GUCY1A2, GULP1, HABP4, HACL1, HCFC2, HCN1, HCN2, HECW1, HECW2, HES1, HGFAC, HHIP, HID1, HIF3A, HIP1R, HLF, HMGCLL1, HOOK1, HS3ST2, HS3ST5, HS6ST2, HS6ST3, HSPA12A, HSPA4L, HTR1E, HTR2A, HTR4, HUNK, HYDIN, ICA1L, ICMT, IFT172, IFT57, IFT80, IGF1R, IGFBP5, IGFL4, IGSF11, IGSF3, IGSF9B, IL1RAPL1, IL1RAPL2, IL34, ILDR2, ILVBL, INPP4B, INTS7, INTU, IPO5, IQCA1, IQCJ.SCHIP1, IQSEC2, IQSEC3, IRAK1BP1, IRS1, ITGA8, IZUMO4, JAKMIP1, JAKMIP2, JAKMIP3, JAM3, JMY, JPH1, JPH3, JPH4, KALRN, KANK1, KAT8, KATNAL1, KAZN, KBTBD11, KBTBD7, KCNA1, KCNA2, KCNAB1, KCNB1, KCNB2, KCNC1, KCNC2, KCND2, KCND3, KCNH1, KCNH5, KCNH7, KCNIP4, KCNJ3, KCNJ6, KCNK1, KCNK10, KCNN1, KCNN2, KCNN3, KCNQ5, KCNT2, KCTD1, KCTD16, KCTD3, KCTD8, KHDRBS2, KIAA0319, KIAA0930, KIAA1217, KIAA1549, KIAA1549L, KIAA1671, KIAA1958, KIF1B, KIF21A, KIF3A, KIF3B, KIF3C, KIF5C, KIFAP3, KIRREL3, KITLG, KLF12, KLHL23, KLHL29, KLHL32, KLHL4, KLHL42, KSR2, L2HGDH, LAMA2, LAMA3, LAMA4, LAMB1, LAMC1, LANCL2, LARP1B, LCA5, LCLAT1, LDB1, LDB2, LDB3, LGI1, LGI3, LHFPL4, LHX2, LIFR, LIMCH1, LIN28B, LIN7A, LINC02210.CRHR1, LINGO2, LMBRD1, LMNA, LMO3, LMO7, LMTK2, LNPK, LNX1, LONRF2, LPIN1, LRCH2, LRFN2, LRFN5, LRP11, LRP1B, LRP4, LRP6, LRPPRC, LRRC17, LRRC39, LRRC49, LRRC4B, LRRC4C, LRRC7, LRRC8B, LRRIQ1, LRRN1, LRRN2, LRRN3, LRRTM3, LRRTM4, LRTM1, LSAMP, LSM2, LTBP1, LUZP2, LYG1, LYPD6, LYRM7, LZTS1, LZTS3, MADD, MAGED1, MAGI1, MAGI2, MAGI3, MAMLD1, MAN1A2, MAP2, MAP2K4, MAP3K13, MAP6, MAP7, MAPK1, MAPK10, MAPK4, MAPK8, MAPK8IP3, MAPRE2, MAPT, MARK1, MARK4, MAST1, MAST4, MATR3, MBOAT2, MCHR2, MCM4, MCTP1, MDGA2, ME1, ME3, MED16, MED24, MEIS2, METTL14, MFAP3, MFGE8, MFSD6, MGAT3, MGAT4C, MGAT5B, MICAL2, MICAL3, MIGA1, MIPOL1, MLH1, MLIP, MLLT3, MMD2, MMP16, MNAT1, MOBP, MOK, MORN4, MPDZ, MPP7, MPPED1, MPPED2, MSH2, MSH4, MSRA, MSRB3, MT.ATP6, MT.ATP8, MT.CO1, MT.CO2, MT.CO3, MT.CYB, MT.ND1, MT.ND2, MT.ND4, MT.ND4L, MT.ND5, MTCL1, MTCP1, MTHFD2L, MTMR7, MTUS2, MTX2, MXI1, MYBPC1, MYBPHL, MYEF2, MYH10, MYH14, MYO16, MYO1B, MYO1D, MYO5C, MYO6, MYO9A, MYRIP, MYSM1, MYT1L, NAALAD2, NAGPA, NALCN, NBEA, NBPF3, NCALD, NCAM1, NCAM2, NCBP1, NCEH1, NCKAP1, NCOA7, NDRG1, NDRG3, NDST3, NDUFA10, NDUFS1, NDUFS2, NDUFS4, NEBL, NECTIN1, NECTIN3, NEFM, NEGR1, NELFA, NELL1, NELL2, NEO1, NEPRO, NETO1, NEURL1, NEUROD2, NFASC, NFIB, NFXL1, NHS, NHSL2, NIM1K, NIN, NISCH, NKAIN2, NLGN1, NLGN4X, NME5, NME7, NMNAT2, NMRAL1, NOL4, NOS1AP, NOVA1, NPAS2, NPAS3, NPFFR2, NPHP1, NPHP4, NPM2, NRCAM, NRG1, NRG2, NRG3, NRG4, NRSN1, NRXN1, NRXN2, NRXN3, NSD3, NSF, NT5DC3, NTM, NTN4, NTNG1, NTRK2, NTRK3, NUCB2, NUP133, NWD2, NXPE3, NYAP2, OCA2, OCRL, ODF2L, OGDHL, OLFM2, OLFM3, OPCML, OPHN1, ORMDL3, OSBP2, OSBPL10, OSBPL5, OSBPL7, OSBPL8, OTOGL, OTUD7A, OTUD7B, OXCT1, P4HA2, PACRG, PAK3, PAK5, PALM, PAM, PAMR1, PANK3, PARD3, PARM1, PARVA, PATJ, PAX5, PBX1, PCDH10, PCDH11X, PCDH11Y, PCDH17, PCDH19, PCDH7, PCDH9, PCLO, PCNT, PCSK1, PCSK2, PCSK6, PCYOX1, PCYT1B, PDE10A, PDE1A, PDE1C, PDE4D, PDE5A, PDE7B, PDE8B, PDHX, PDIA2, PDZD2, PDZRN3, PDZRN4, PER2, PEX5L, PGBD5, PGM3, PHACTR1, PHACTR3, PHF21B, PHLPP2, PIAS3, PIGQ, PIGU, PITPNC1, PITPNM2, PITPNM3, PJA2, PKIG, PKNOX2, PKP2, PKP4, PLCB1, PLCB4, PLCG1, PLCH1, PLD5, PLEKHA1, PLEKHA5, PLEKHA6, PLEKHG1, PLEKHJ1, PLPP3, PLPPR1, PLPPR4, PLPPR5, PLS3, PLSCR4, PLXNA4, PMS2, PNPLA7, POLR3F, POMGNT1, POU6F2, PPARGC1A, PPFIA2, PPFIA3, PPFIA4, PPFIBP1, PPL, PPM1A, PPM1E, PPM1H, PPM1L, PPME1, PPP1R12B, PPP1R13B, PPP1R14C, PPP1R16B, PPP1R9A, PPP2R2B, PPP2R2C, PPP2R5B, PPP2R5E, PPP3CA, PPP4R4, PPP5C, PRB2, PRDM5, PREX2, PRICKLE1, PRICKLE2, PRKAA2, PRKAR2B, PRKCE, PRKCI, PRKD1, PRKG1, PRKG2, PRMT8, PRPF18, PRRX1, PRSS23, PRUNE2, PSD3, PSRC1, PTCH2, PTCHD1, PTK2, PTK2B, PTPA, PTPN13, PTPN5, PTPRD, PTPRF, PTPRG, PTPRK, PTPRN2, PTPRO, PTPRR, PTPRS, PTPRT, PTPRZ1, PTRH1, PURG, PWP1, PWWP2B, PXYLP1, PYCR3, R3HDM1, RAB11FIP3, RAB11FIP4, RAB15, RAB27B, RAB30, RAB3IP, RAB40B, RAD18, RAD9A, RAI2, RALGPS1, RALYL, RANBP17, RANBP3L, RANGAP1, RAPGEF4, RAPGEF5, RARB, RASAL1, RASD2, RASGEF1A, RASGRF1, RASGRF2, RAVER2, RBFOX1, RBFOX2, RBFOX3, RCAN2, REEP1, RERG, RETREG1, RFLNA, RGS17, RGS20, RGS6, RGS7, RGS7BP, RHBDL3, RHOBTB3, RHOJ, RIC3, RIMBP2, RIMKLA, RIMS1, RIMS2, RIT2, RNF103.CHMP3, RNF139, RNF144A, RNF157, RNF180, RNF220, RNF24, RNF8, RNFT2, ROBO1, ROBO2, ROCK2, RORA, RORB, RPGRIP1L, RPRD1A, RPS6KA6, RRAS2, RSPH1, RSPO2, RTKN2, RTL5, RTN2, RUNDC3B, RUNX1T1, RUSC2, RWDD2B, RXFP1, RYR2, SACS, SAMM50, SASH1, SATB2, SCN1A, SCN2A, SCN3A, SCN8A, SEC14L5, SECISBP2L, SEMA3A, SEMA3C, SEMA6C, SEMA6D, SEMA7A, SESTD1, SEZ6L, SFXN5, SGCD, SGCE, SGCZ, SGIP1, SGPP2, SGSM1, SGTA, SGTB, SH3BGRL2, SH3D19, SH3GL2, SH3GL3, SH3PXD2A, SHANK1, SHANK2, SHC3, SHISA6, SHISA7, SHISA9, SHROOM3, SIDT1, SIN3B, SIRT5, SLAIN1, SLC12A2, SLC13A3, SLC14A1, SLC16A2, SLC16A7, SLC17A6, SLC1A1, SLC22A10, SLC22A15, SLC24A2, SLC24A3, SLC24A4, SLC25A12, SLC25A14, SLC25A23, SLC25A27, SLC25A36, SLC26A4, SLC2A11, SLC30A9, SLC35B4, SLC35F1, SLC35F3, SLC35F4, SLC38A1, SLC38A6, SLC39A10, SLC39A9, SLC44A1, SLC44A5, SLC4A10, SLC4A4, SLC6A1, SLC6A11, SLC6A15, SLC6A17, SLC7A11, SLC7A14, SLC7A2, SLC8A3, SLC9A1, SLCO1A2, SLCO3A1, SLF1, SLIT1, SLIT2, SLIT3, SLITRK4, SLITRK5, SLU7, SMAD1, SMAD9, SMC6, SMOC1, SMPD3, SMYD2, SNAP91, SNCAIP, SNED1, SNRPN, SNTB2, SNTG1, SNX32, SOBP, SORBS1, SORBS2, SORCS1, SORCS2, SORCS3, SOX5, SPAG16, SPATA6L, SPATA7, SPHKAP, SPICE1, SPIN3, SPOCK1, SPOCK3, SPRN, SPTAN1, SPTBN1, SPTBN4, SRCIN1, SREK1, SRPK2, SRRM3, SRRM4, SRSF11, SSBP3, SSRP1, SSTR2, SSX2IP, ST3GAL4, ST6GAL2, ST6GALNAC5, ST7, ST8SIA1, ST8SIA3, ST8SIA5, STARD7, STK33, STK39, STOML1, STOX2, STRIP2, STUM, STXBP5, STXBP5L, STXBP6, STYK1, SUGT1, SUN1, SUSD4, SV2B, SVEP1, SVOP, SYBU, SYCE1, SYN2, SYN3, SYNE1, SYNGAP1, SYNJ1, SYNJ2, SYNJ2BP, SYNPO2, SYNPR, SYT1, SYT11, SYT12, SYT13, SYT14, SYT16, SYT7, SYT9, SYTL2, TACC2, TAF4B, TARBP1, TBC1D19, TBC1D24, TBC1D32, TBX18, TCAF1, TCERG1L, TCFL5, TDRP, TEAD1, TENM1, TENM2, TENM3, TESPA1, TEX29, TEX9, TGFB2, THAP2, THRB, THSD4, THSD7A, THSD7B, TIMP3, TJP1, TMCO3, TMEFF2, TMEM108, TMEM132B, TMEM132C, TMEM132D, TMEM135, TMEM150C, TMEM167B, TMEM178A, TMEM178B, TMEM179, TMEM232, TMEM242, TMEM44, TMEM53, TMEM63C, TMEM64, TMEM67, TMOD2, TMTC1, TMTC2, TMTC3, TNFRSF25, TNIK, TNR, TNRC6A, TNRC6C, TOM1L2, TOX, TP53TG5, TPD52L1, TPRA1, TPST1, TRAK2, TRHDE, TRIM2, TRIM23, TRIM37, TRIM54, TRIM9, TRIQK, TRO, TRPC1, TRPC4, TRPC5, TRPM3, TSC1, TSC22D1, TSGA10, TSHZ2, TSHZ3, TSPAN3, TSPAN5, TTBK1, TTC23L, TTC3, TTC39B, TTC5, TTC6, TTC8, TTLL11, TTLL7, TTN, TUBE1, TUBGCP6, TUSC3, TXNL1, TYRO3, UBA5, UBAP1L, UBE2B, UBE2D4, UBE2E3, UBE2O, UBE2V2, UMODL1, UNC13A, UNC13C, UNC5C, UNC5D, UNC79, UNC80, UPP1, UPP2, USH2A, USP30, USP38, USP43, USP49, USP50, USP51, USP54, VARS2, VEGFB, VPS13A, VPS37C, VWA3A, VWA5A, VWA5B2, VWC2, VWC2L, WDR17, WDR19, WDR47, WDR82, WHRN, WNK2, WSCD2, WWC1, XKR4, ZBBX, ZBTB7C, ZC2HC1A, ZC3H12B, ZC3H13, ZDHHC11B, ZDHHC13, ZDHHC17, ZEB1, ZER1, ZFHX2, ZFP2, ZFP90, ZFPM2, ZFR2, ZFYVE28, ZHX3, ZKSCAN8, ZMAT4, ZNF135, ZNF213, ZNF248, ZNF273, ZNF280B, ZNF365, ZNF37A, ZNF382, ZNF385B, ZNF385D, ZNF420, ZNF441, ZNF462, ZNF471, ZNF483, ZNF487, ZNF493, ZNF519, ZNF521, ZNF536, ZNF540, ZNF544, ZNF583, ZNF585A, ZNF605, ZNF664, ZNF667, ZNF697, ZNF704, ZNF804B, ZNF827, ZNF831, ZNHIT6, ZNRF3, ZSCAN31, ZSWIM5]"
